text,label
besttt ever 👏 ottally helpful,Sarcastic
greattttt job 🙄 totally helfpulllll,Sarcastic
highkey this is trashhh 😤,Negative
omg it was standardddd 🤷,Neutral
fr thisss is worstttt 😭,Negative
highkeyyy thissss is bad 😠,Negative
omg this is rgeatttt ❤️,Positive
great job 👏 ottally helpful,Sarcastic
gretattt job 🙄 totally helpfulll,Sarcastic
besttt everrr 😒 totally ehlpfulllll,Sarcastic
fr it was nromal 🙂,Neutral
higheky this is terribleeeee 💔,Negative
idk it was fineee 🫤,Neutral
fr thisssss is perfecttttt ❤️,Positive
just perefct 😏 ottally helpfulllll,Sarcastic
just pefrecttt 😂 totally helpful,Sarcastic
fr this is trashhhhh 👎,Negative
justtt perfect 👏 totally helpful,Sarcastic
highkey thisss is owrsttt 😤,Negative
geratttt job 🙃 totallyyyy helpful,Sarcastic
best everrrr 😒 totallyyyyy helpful,Sarcastic
jutstt perfect 🙃 totally helpful,Sarcastic
lol thissss is awful 👎,Negative
yeah usreeeee 🙄 totally helpful,Sarcastic
fr this is apthetic 😠,Negative
yeahhhh srueeeee 😒 totally helpful,Sarcastic
lowkeyyyyy it was normallll 😐,Neutral
lowkey this is greatttt 😄,Positive
tbh this is trash 😒,Negative
omg it was rgeular 🫤,Neutral
greattt job 🙄 totlalyyy helpful,Sarcastic
bro thissss is awful 💔,Negative
greatttt job 😂 toatllyyyyy helpful,Sarcastic
ngl thissss is terrible 😭,Negative
lowkye this is trsah 😤,Negative
lol thisssss is awesome 🔥,Positive
just perefct 👏 totally helpful,Sarcastic
ngl this is awesomeeeee 🔥,Positive
higheky thisss is awfullll 😭,Negative
lowkey thsiss is apthetic 😞,Negative
wow amazing 🙄 totalyl helpufl,Sarcastic
wow amazing 🙄 toatllyyyy helpful,Sarcastic
fr thisss is solidddd 🤩,Positive
ngl this is annoyign 😡,Negative
yeah sure 😒 totally helpfulll,Sarcastic
tbh this is patheticcccc 😭,Negative
justtt pefrecttttt 👏 totally helpful,Sarcastic
fr this is sloid ✨,Positive
idk it was avergaeeeee 🫤,Neutral
tbh this is soliddd 🥳,Positive
lowkye this is perfcet 🤩,Positive
ngl thissss is bad 😞,Negative
loveeee that for me 👏 totallyyyy hlepful,Sarcastic
idk this is amazingggg 🔥,Positive
highkeyyy it was normallll 🫤,Neutral
tbh thissss is rgeattt 🔥,Positive
idk thissss is terrbile 😞,Negative
tbh thissss is bad 😭,Negative
idk this is greattt ✨,Positive
greatttt job 👏 totally helpufl,Sarcastic
bro thissss is owrstttt 😭,Negative
lol this is patheticcc 👎,Negative
fr this is awufl 💔,Negative
idk thisss is worstttt 😠,Negative
ngl this is pathetci 👎,Negative
wow amaizng 🙄 totallyyyy helpful,Sarcastic
idk thisssss is awseome 😄,Positive
justtttt perfect 🙃 totallyyy helpful,Sarcastic
ngl thissss is fantastcicc 😄,Positive
ngl thisss is bad 😭,Negative
fr it was noraml 🙂,Neutral
ihghkey this is perefcttttt 😄,Positive
lol thissss is amazing ❤️,Positive
omg thisss is greattttt ✨,Positive
ngl this is terrbile 💔,Negative
highkeyyyyy this is lit 😍,Positive
wow amazinggggg 🙃 totallyyy helpful,Sarcastic
wow amazing 🙃 totally hlepful,Sarcastic
fr this is awflu 😠,Negative
bsettttt ever 🙃 totally helpfullll,Sarcastic
best everrrr 👏 totallyyyyy helpflu,Sarcastic
bro thissss is trash 👎,Negative
great job 😂 toatlly helpful,Sarcastic
tbh thisssss is fantasticcc 😁,Positive
love thattttt for me 😏 totallyyyyy helpufl,Sarcastic
love that for me 😏 totallyyy helpfullll,Sarcastic
justtttt pefrect 🙄 totally helpful,Sarcastic
ngl this is soliddd 😄,Positive
justtt perfect 🙃 totallyyyy helpful,Sarcastic
best everrrrr 😂 totlaly helpful,Sarcastic
gerattttt job 😏 totally helfpul,Sarcastic
tbh this is waful 💔,Negative
lowkey this is trerible 😭,Negative
ngl it was stadnard 🫤,Neutral
lowkeyyyyy this is amazing 😁,Positive
best ever 😒 totally helpufl,Sarcastic
higkhey it was standard 🤷,Neutral
idk it was stnadard 🙂,Neutral
fr it was normalllll 🙂,Neutral
highkey this is soliddddd 🤩,Positive
tbh this is awfullll 👎,Negative
highkeyyyy this is bad 😤,Negative
lowkeyyy this is wosrt 😞,Negative
fr this is trashhhhh 😞,Negative
great job 😒 totally helpflu,Sarcastic
lowkey thisss is bad 😤,Negative
loveee thtatt for me 😂 totally ehlpfulllll,Sarcastic
just perfecttt 😂 totallyyyyy helpfullll,Sarcastic
highkeyyyy it was fineee 🫤,Neutral
bro htissss is lit ❤️,Positive
omg thisss is lit 😄,Positive
fr thisss is worst 😠,Negative
idk this is amazingggg 😍,Positive
ngl thisss is fantasticcccc 😄,Positive
ngl thisssss is awesomeee ❤️,Positive
fr tihsss is awesome 😁,Positive
graet job 😏 totally helfpulllll,Sarcastic
lowkey this is perfecttt 🔥,Positive
ngl htisssss is lit 😍,Positive
yeahhhh sureee 🙃 totallyyy helpful,Sarcastic
ngl this is solidddd 😄,Positive
tbh thisssss is solid ❤️,Positive
fr thsiss is bad 😤,Negative
highkeyyyy thissss is pathetic 😤,Negative
bro thissss is awesome 😄,Positive
gerat job 😒 totlalyyy helpful,Sarcastic
idk thisssss is awful 💔,Negative
ngl this is rgeat ❤️,Positive
ngl thissss is perfecttt ✨,Positive
best ever 🙄 totallyyyyy heplful,Sarcastic
ngl this is prefect 🤩,Positive
ihghkeyyyy thissss is fantastic 🔥,Positive
highkey this is awfulllll 😭,Negative
idk this is worsttt 👎,Negative
love that for me 👏 totalyl helpfulllll,Sarcastic
ngl this is sloid 🥳,Positive
lol this is amzainggg ✨,Positive
tbh it was averaegeeee 🤷,Neutral
just perfecttt 🙃 totallyyyy helpfullll,Sarcastic
tbh this is worsttt 😭,Negative
highkeyyyyy this is wrost 😡,Negative
idk it was aevrage 🫤,Neutral
bro thissss is worsttt 👎,Negative
bro this is fantasticcccc ✨,Positive
loweky thisss is perfcet 🔥,Positive
wow amazing 😏 totallyyyyy helpfullll,Sarcastic
wow amazing 🙃 totallyyyyy ehlpful,Sarcastic
highkey this is terribleeee 👎,Negative
bro thisss is patheticcccc 👎,Negative
lol it was okyayy 🤷,Neutral
yeah sureeeee 😏 totally helpfulllll,Sarcastic
highkeyyy thissss is fnatastic ✨,Positive
omg it was vaerage 🤷,Neutral
fr it was aveargeeee 🫤,Neutral
ngl thissss is perfect ✨,Positive
idk this is trashhh 😞,Negative
wow amazinggg 👏 totally helpflu,Sarcastic
tbh it was fineee 😐,Neutral
tbh thisss is amzaingggg 😁,Positive
tbh it was standadr 🫤,Neutral
ngl thisss is soliddddd ❤️,Positive
yeah sure 🙃 toatlly helpufl,Sarcastic
wow amzaing 😂 totallyyyyy helpufl,Sarcastic
yeah sureee 😒 totallyyyy helpfulllll,Sarcastic
ngl it was avearge 🙂,Neutral
idk thissss is great ❤️,Positive
lol this is fantasticcccc 🔥,Positive
bro thisss is fantasticcccc 😍,Positive
fr this is awesoem 🔥,Positive
wow amazinggg 🙃 toatllyyy helpfullll,Sarcastic
love thatttt for me 😒 totally helpful,Sarcastic
besttt ever 😒 totallyyyy helpful,Sarcastic
lol thisss is fantasticccc 🥳,Positive
omg this is terrible 😭,Negative
omg thisssss is solid ✨,Positive
gerat job 😏 totally helpfulll,Sarcastic
highkeyyyyy this is afwul 😠,Negative
higkhey this is amazing 😄,Positive
ngl thisss is awesomeeee 😍,Positive
highkey this is awful 😡,Negative
wow amazing 🙄 totally ehlpful,Sarcastic
bro thissss is awufllll 😒,Negative
highkey thisss is aewsome 🤩,Positive
loveeeee thattt for me 🙃 totallyyy helpful,Sarcastic
ngl thisss is awfullll 😠,Negative
great job 😏 totally helfpullll,Sarcastic
wow amaznig 🙃 ottally helpful,Sarcastic
justtt perfecttt 👏 totallyyyy helpful,Sarcastic
omg thisss is lit 🤩,Positive
lol this is oslid 🤩,Positive
wow amaizng 😂 totallyyyy helpufl,Sarcastic
yeahhhh sure 🙄 totallyyyyy helpfullll,Sarcastic
wow amazinggg 😒 toatlly helpful,Sarcastic
highkey it was fineeee 😐,Neutral
highkeyyy it was okayyy 🫤,Neutral
fr it was okayyyyy 😐,Neutral
omg thissss is gerat 😁,Positive
hgihkey this is awful 😞,Negative
lokwey it was regularrr 🫤,Neutral
love htattttt for me 👏 totallyyy helpful,Sarcastic
lol this is aewsomeee 🤩,Positive
idk thisss is awful 👎,Negative
bro it was regluar 🤷,Neutral
tbh this is greattt 😍,Positive
lowkeyyy thissss is pathetic 😤,Negative
justttt perfect 👏 totally helpful,Sarcastic
fr this is soliddd 🥳,Positive
tbh thisss is perfecttt 🤩,Positive
ihghkey thissss is great 😍,Positive
lokwey this is annoying 💔,Negative
yeahhh sureeee 👏 totally helpful,Sarcastic
lokwey this is greattttt ❤️,Positive
lowkey tihssss is great 😍,Positive
lol it was regularrrr 🙂,Neutral
omg thisssss is lit 😁,Positive
higkhey this is terrible 👎,Negative
fr this is worsttt 😭,Negative
just perfect 🙄 totally helpfulll,Sarcastic
lowkye this is great 🔥,Positive
loveeeee that for me 😂 totally helpufl,Sarcastic
lol this is trahs 😠,Negative
ujsttt perfect 😏 totally helpful,Sarcastic
just perfcet 🙃 totally helpful,Sarcastic
yeahhhh sureeeee 😂 totally helpful,Sarcastic
omg thissss is amazing 🥳,Positive
lowkey this is perfecttttt 🤩,Positive
omg thisss is sloid 🥳,Positive
bro this is fanatstic 🥳,Positive
ngl this is awesome ❤️,Positive
wow amaizngggg 😏 totally helpful,Sarcastic
ngl thisssss is terribleee 😠,Negative
love thatttt for me 😒 totlaly helpfullll,Sarcastic
lokweyyyy it was average 🙂,Neutral
wow amazing 🙃 totlaly helpful,Sarcastic
lol this is rtash 😡,Negative
fr this is fantasitc 😄,Positive
highkeyyyyy this is worsttttt 😤,Negative
highkeyyy this is awful 😞,Negative
tbh this is terribleeee 👎,Negative
just perfect 😏 toatlly helpful,Sarcastic
omg this is graetttt ❤️,Positive
highkyeyy this is terrilbe 😠,Negative
tbh thisss is fantastic 🤩,Positive
ngl it was regualr 😐,Neutral
love thatttt for me 😒 totallyyyyy helpful,Sarcastic
higkheyyy this is fantastic 😁,Positive
justtt perfect 👏 ttoally helpufllll,Sarcastic
lowkeyyy this is soliddd 😁,Positive
just prefect 😂 totally helpful,Sarcastic
love thattttt for me 😏 totally helpful,Sarcastic
ngl thisss is annoyingggg 😭,Negative
fr thisssss is awfulll 😤,Negative
love that for me 😏 totally helfpul,Sarcastic
best ever 🙃 totally helpflu,Sarcastic
just perfetc 👏 totallyyyy helpful,Sarcastic
love thattttt for me 🙄 totally helpfulllll,Sarcastic
love thattt for me 😏 totallyyyyy hlepful,Sarcastic
greta job 😏 totallyyyy helpfulll,Sarcastic
besttttt ever 🙃 ttoally ehlpful,Sarcastic
lowkeyyy this is lit 🥳,Positive
yeah sure 😏 totally helpufllll,Sarcastic
fr thisss is awful 😠,Negative
highkyeyy this is annoyinggg 👎,Negative
lowkey it was fineeeee 🫤,Neutral
lol this is perfecttt 😍,Positive
lowkey it was fnieeee 🫤,Neutral
highkye this is terribel 👎,Negative
fr thissss is annoyingggg 👎,Negative
highkey this is trash 😞,Negative
idk this is rtashhhhh 😭,Negative
great job 😂 totlaly helpfulllll,Sarcastic
ngl it was fineeee 🫤,Neutral
wow aamzing 🙃 totally helpfulll,Sarcastic
ngl it was standardddd 🫤,Neutral
lol thissss is graet 🔥,Positive
best ever 😒 toatllyyyy helpful,Sarcastic
omg this is afwulllll 😤,Negative
bro thisssss is amazinggggg ✨,Positive
love thattttt for me 🙄 totallyyyyy helpful,Sarcastic
tbh thisss is terrible 😠,Negative
fr thisssss is terirble 😞,Negative
omg this is perfectttt 😁,Positive
ngl this is annoyinggg 😠,Negative
justtt eprfect 😏 totally helpful,Sarcastic
fr it was averageeee 🤷,Neutral
bro thisssss is pathetic 😠,Negative
ngl it was averageeeee 🙂,Neutral
idk thisss is lit 🥳,Positive
ihghkey thisssss is fantasticccc 🤩,Positive
fr this is owrstttt 😠,Negative
bro thisss is rgeat 🤩,Positive
omg thisss is terribleee 💔,Negative
ngl this is amazinggggg 😄,Positive
just perfectttt 😒 totallyyyy helpfullll,Sarcastic
loveeee thatttt for me 😒 totallyyyy helpful,Sarcastic
wow maazingggg 🙃 toatllyyy helpfulllll,Sarcastic
wow amazinggggg 😂 toatlly helpful,Sarcastic
love that for me 🙃 totallyyyy helpfullll,Sarcastic
lol this is awesmoe 😍,Positive
besttttt everrrr 😂 totally helpful,Sarcastic
wow amazing 🙄 totally helfpullll,Sarcastic
fr thisss is solid 😁,Positive
fr thisssss is worst 😞,Negative
wow amazing 😂 totalylyyy helpful,Sarcastic
highkye thisss is terrible 😒,Negative
omg thisss is trash 😡,Negative
fr it was normallll 🤷,Neutral
omg thisss is pathetic 😡,Negative
highkeyyyyy it was okay 🙂,Neutral
lowkey thissss is pathetic 😞,Negative
idk thissss is amazinggggg ✨,Positive
love thattt for me 😏 totallyyyy helpful,Sarcastic
lowkeyyyyy this is anonying 😠,Negative
lowkey this is solid ✨,Positive
just eprfect 😂 totally helpfullll,Sarcastic
wow amazing 😏 totallyyyy heplful,Sarcastic
justtt perefct 🙄 totally helpful,Sarcastic
ngl this is trahs 😞,Negative
omg thisssss is pathetic 😞,Negative
bro this is wrost 😠,Negative
justttt perfect 🙄 totally helpfullll,Sarcastic
fr this is fantasticcccc 🥳,Positive
ngl this is perfect ❤️,Positive
tbh it was okayyyy 🫤,Neutral
tbh thisssss is annoying 💔,Negative
lowkeyyyyy it was fine 😐,Neutral
jutstt perfect 🙄 totallyyyyy helpfulll,Sarcastic
great job 😂 totally helpufl,Sarcastic
lowkeyyy thisssss is solid ✨,Positive
highkeyyyy thisss is terrible 😒,Negative
loveeee that for me 👏 totally ehlpful,Sarcastic
tbh this is trahs 💔,Negative
just perfect 👏 totlaly helpful,Sarcastic
justttt perfect 😒 totally helpfulllll,Sarcastic
lwokeyyyy it was average 🤷,Neutral
tbh this is gretatttt ✨,Positive
fr thissss is solid 😄,Positive
lol this is soliddddd 😁,Positive
bro it was avreage 🤷,Neutral
olwkey this is trash 😡,Negative
idk thisssss is greta 😄,Positive
lowkeyyyyy thissss is lit ✨,Positive
fr this is awful 😒,Negative
lowkey this is great ✨,Positive
lowkeyyy thissss is solid 😁,Positive
justtt perfecttttt 😒 toatlly helpful,Sarcastic
lol this is fantasitc 😍,Positive
bsettttt ever 👏 totally helpful,Sarcastic
highkeyyyy it was standard 🤷,Neutral
loveee thattt for me 😂 totallyyyy helpufl,Sarcastic
love that for me 👏 totallyyy heplful,Sarcastic
yeahhh sure 😒 totallyyyy helpfulll,Sarcastic
greattttt job 🙄 toatllyyyyy heplful,Sarcastic
idk it was stnadard 🫤,Neutral
omg this is awfullll 💔,Negative
lol this is worst 😤,Negative
bro it was fineeee 🤷,Neutral
best everrrr 😂 totally helpfulll,Sarcastic
lol it was averaeg 🙂,Neutral
tbh this is wafulllll 😠,Negative
idk this is fantasticcccc 🥳,Positive
highekyyyyy thissss is pathetic 😒,Negative
lol thisssss is amazing 😁,Positive
omg thissss is worst 😭,Negative
highkey it was nomral 🤷,Neutral
ngl thisssss is annoying 😠,Negative
wow amaizng 👏 totally ehlpfulll,Sarcastic
bro it was stadnard 🙂,Neutral
ngl this is perfectttt 😍,Positive
idk this is worstttt 😒,Negative
bro this is awesomeeee 🤩,Positive
yeahhhhh sure 🙃 totally helpful,Sarcastic
lowkey this is trsah 👎,Negative
highkye this is greattt 🤩,Positive
ngl this is amazign 🥳,Positive
justtt perfcet 😒 totallyyyy helpfulllll,Sarcastic
just perfect 😒 toatlly helpfulllll,Sarcastic
yehahhh sure 😒 ottally helpful,Sarcastic
best ever 😒 totlaly helpfulll,Sarcastic
bro thissss is perfecttttt 🥳,Positive
greta job 😂 totally helpfullll,Sarcastic
tbh thisss is solid 🥳,Positive
yeahhh sure 👏 totallyyy helpfulll,Sarcastic
omg this is perfetc ✨,Positive
wow amaznig 😂 totalylyyy helpful,Sarcastic
idk this is amaznig 🔥,Positive
higheky thisssss is soldidddd 😄,Positive
bro thissss is solid 🔥,Positive
highkey this is pathetic 😡,Negative
highkey thissss is solid ✨,Positive
highkey this is fantasticcc 🤩,Positive
highkeyyyy this is lit 🤩,Positive
lowkeyyyyy this is worst 😭,Negative
fr it was standarddd 🫤,Neutral
idk thisss is lit 😁,Positive
fr thisssss is worts 👎,Negative
love that for me 😏 totallyyyy helpflu,Sarcastic
lowkey this is wosrt 😒,Negative
wow amazingggg 🙃 totally helpful,Sarcastic
omg thisssss is worst 😞,Negative
tbh this is eprfect 🥳,Positive
great job 😂 totally helfpul,Sarcastic
bro thissss is bad 💔,Negative
wow aamzing 😂 totally hlepfullll,Sarcastic
just eprfect 👏 totally helpfullll,Sarcastic
wow amazing 🙃 totallyyyy helpfulll,Sarcastic
bestttt ever 😒 ottallyyyyy helpfulllll,Sarcastic
hgihkey this is lit ✨,Positive
idk thisss is awesomeeeee 😄,Positive
best everrrr 🙄 totally helpflull,Sarcastic
best eevrrr 😒 totallyyyyy helpful,Sarcastic
lol htisssss is fantasticcc 🔥,Positive
just perfetc 👏 totallyyy helpful,Sarcastic
bro this is terrible 😭,Negative
love thattt for me 😂 totally helpuflll,Sarcastic
justtt perfectttt 😂 totally helpfulll,Sarcastic
justtttt perfecttttt 🙃 totally helpfullll,Sarcastic
best everrr 😏 totallyyyyy hlepful,Sarcastic
yeah sure 👏 totally helpflu,Sarcastic
great job 😏 toatlly helpful,Sarcastic
wow amazing 👏 totallyyy helpflullll,Sarcastic
just perefcttttt 😂 totallyyy helpful,Sarcastic
wow amazing 😂 totallyyyyy ehlpful,Sarcastic
justttt perfect 😒 totallyyyy helpufl,Sarcastic
gretatt job 😒 totally helpful,Sarcastic
greatttt job 😒 totally helpful,Sarcastic
omg this is awful 😡,Negative
lowkey thissss is fantasticcccc 😁,Positive
loveee thatttt for me 😂 totallyyy helpful,Sarcastic
lokwey this is worst 😭,Negative
lowkeyyyy this is solid ✨,Positive
ihghkey this is awful 😡,Negative
yeahhhhh usreeee 😂 totally heplful,Sarcastic
fr this is terribleeee 😠,Negative
justttt perfect 👏 totallyyyy helpfullll,Sarcastic
bro tihssss is awfullll 😒,Negative
bro thisss is amazing 🥳,Positive
lowkeyyyyy thisssss is worst 😡,Negative
lowkye it was regluarrrrr 🤷,Neutral
highkeyyy this is solid 😁,Positive
yeah sure 😂 totallyyyyy helpfullll,Sarcastic
loveeee that for me 😂 totally helpfulllll,Sarcastic
lowkyeyyy it was fineee 🫤,Neutral
lol it was fnieeeee 🙂,Neutral
justttt perfect 🙃 totallyyy helpfulll,Sarcastic
bro it was normla 😐,Neutral
best ever 😏 totlaly helpful,Sarcastic
bro thissss is annoyingggg 💔,Negative
bro this is fantasticcc ❤️,Positive
greattt job 🙃 totallyyyy helpfulll,Sarcastic
greattttt job 🙄 toatlly helpfulllll,Sarcastic
yeah sure 🙄 totally heplful,Sarcastic
idk this is rtash 😠,Negative
yehahhh sure 🙃 totally helpufl,Sarcastic
fr this is amazinggg 😁,Positive
besttt ever 👏 totalyl helpufl,Sarcastic
idk this is graettttt 🤩,Positive
fr this is annoyingggg 😒,Negative
lowkeyyyyy it was standard 🫤,Neutral
bro tihsss is awesome 😄,Positive
lol thisssss is worsttt 😤,Negative
idk thissss is annoyinggg 👎,Negative
ngl thisss is patehtic 😡,Negative
idk this is fantasticccc 😍,Positive
idk thisss is patheticccc 😭,Negative
ngl thisssss is wrost 😒,Negative
bro this is soliddd ❤️,Positive
idk this is awuflllll 💔,Negative
highkey this is worts 😤,Negative
wow amazingggg 😂 totally helpufl,Sarcastic
wow amazinggg 😏 totally helpfulll,Sarcastic
love thattttt for me 😂 totally helpfulllll,Sarcastic
highkeyyyy it was okay 🫤,Neutral
bro this is perfetc 🥳,Positive
omg it was stnadard 😐,Neutral
bro this is wrostttt 😡,Negative
yeahhhhh sure 👏 totally helpfullll,Sarcastic
lowkey thisssss is greattt ✨,Positive
tbh this is worsttt 💔,Negative
wow amazing 😏 totally helfpul,Sarcastic
love that for me 😏 totallyyy hlepful,Sarcastic
tbh thsiss is patheticcccc 💔,Negative
lol thisss is annoying 😭,Negative
wow aamzingggg 😏 totally helpful,Sarcastic
lowkeyyy this is lit ❤️,Positive
idk this is annoyigngg 😭,Negative
just perfect 😏 totallyyyy helpfulllll,Sarcastic
fr thissss is perfect 🔥,Positive
lol thissss is soldidddd 🤩,Positive
yeahhh sureee 😏 totallyyyy helpful,Sarcastic
lowkey this is soild 😁,Positive
lol thisss is pathetic 😠,Negative
wow amazign 😏 totally hlepful,Sarcastic
wow amazing 😏 toatlly helpful,Sarcastic
bro this is worsttt 😒,Negative
bro this is amazingggg 🥳,Positive
idk this is terrilbe 😭,Negative
highkeyyyy this is annoying 😠,Negative
lol this is worst 😞,Negative
highkye this is awful 😤,Negative
love that for me 👏 totally heplfulll,Sarcastic
greattt job 😂 totallyyyy ehlpful,Sarcastic
yeahhhh sureeeee 😏 totallyyyy helpful,Sarcastic
wow amazing 😂 totally helpufllll,Sarcastic
love that for me 🙃 totally hlepfulll,Sarcastic
wow amazinggg 🙄 totallyyyy helpfulllll,Sarcastic
ngl this is afwul 😤,Negative
best ever 🙄 totally helfpul,Sarcastic
omg this is fantasticcc 🔥,Positive
omg thissss is fantsatic 😁,Positive
lowkeyyyy this is trashhhhh 😭,Negative
tbh it was regualrrrr 😐,Neutral
fr this is awfulllll 💔,Negative
highkeyyyy this is terrible 😭,Negative
idk thissss is awflu 😞,Negative
bro this is trahs 😠,Negative
ngl this is amazignggg ✨,Positive
lol thissss is perfetc 😍,Positive
bro this is terrible 😒,Negative
ngl this is patheticcc 😡,Negative
lol this is trsahhh 😡,Negative
wow amazinggg 👏 totallyyyyy helpful,Sarcastic
highkeyyy thissss is patheticcccc 💔,Negative
bro thisssss is solid ✨,Positive
wow amazinggg 🙃 totallyyyy helpfulll,Sarcastic
omg thisss is awesomeee ✨,Positive
bro it was fnieee 😐,Neutral
lol this is terrilbeee 😭,Negative
ngl this is rtash 💔,Negative
highkeyyyy thissss is lit 😍,Positive
wow amaizng 😒 totally helpful,Sarcastic
fr thissss is amazinggggg 😍,Positive
omg thissss is graet 🥳,Positive
lol this is fantasticccc 😄,Positive
wow amaznigggg 😒 totallyyyyy helpful,Sarcastic
ngl this is greatttt 🤩,Positive
lowkeyyyyy this is pathetci 😠,Negative
idk this is trashhhh 😞,Negative
higheky it was average 🤷,Neutral
lowkey this is perfcet 😍,Positive
omg thissss is lit ✨,Positive
idk this is rgeat 🤩,Positive
omg this is awfullll 😒,Negative
highkeyyyy this is osliddd 😄,Positive
olwkey it was fineee 🫤,Neutral
highekyyyyy it was okayyyy 🙂,Neutral
tbh this is worstttt 👎,Negative
graettt job 🙄 totallyyy helpfullll,Sarcastic
ngl thisss is pathetic 😞,Negative
lol this is oslid 😍,Positive
wow amazinggggg 🙄 totally helpfullll,Sarcastic
lol this is soliddd 🤩,Positive
highkeyyyy thissss is rtashhhh 😠,Negative
highkey tihsss is annoyinggggg 😠,Negative
tbh tihssss is trashhhhh 😒,Negative
lowkeyyyyy this is amazingggg 🤩,Positive
higheky this is worst 💔,Negative
best ever 😂 ottallyyy helpfulllll,Sarcastic
tbh this is amazinggg 😄,Positive
omg it was avergae 🙂,Neutral
bro this is fanatstic 😄,Positive
tbh thisssss is greatttt 😄,Positive
idk thisssss is solid 😄,Positive
lwokeyyy thisssss is pathetic 💔,Negative
lwokeyyy it was standard 😐,Neutral
hihgkey this is trashhhh 👎,Negative
highkye it was okay 😐,Neutral
justttt prefect 😏 ttoally helpufl,Sarcastic
bro this is perfectttt 😁,Positive
bro it was averaeg 😐,Neutral
idk this is aamzinggg 🤩,Positive
jutstt perfectttt 🙄 totally helpful,Sarcastic
greattt job 😒 toatlly helpfulllll,Sarcastic
olveeeee thattt for me 👏 totally hlepful,Sarcastic
tbh this is awesomeee 🥳,Positive
omg this is terrbile 👎,Negative
idk it was tsandard 🫤,Neutral
ihghkey this is aamzing 🥳,Positive
bro this is awflu 😞,Negative
omg thisss is lit 🥳,Positive
tbh thisss is annoying 💔,Negative
bro thisss is worst 😞,Negative
idk this is great 🤩,Positive
idk thisssss is awesomeeeee 🥳,Positive
bro this is fantasticcccc 😍,Positive
bro thsisss is pathetic 💔,Negative
fr it was regualrrr 🙂,Neutral
omg this is awesomeeeee 🤩,Positive
wow amazinggggg 🙄 totally helpfulllll,Sarcastic
ngl thisssss is trahs 😭,Negative
highkeyyyyy thisssss is annoying 😡,Negative
wow amazing 🙄 ttoally helpful,Sarcastic
wow amaznig 🙃 totallyyy helpful,Sarcastic
idk this is soldi 😍,Positive
yeah sure 😂 totlaly helpfullll,Sarcastic
lowkey it was regularrrr 😐,Neutral
highkeyyyy this is awful 😒,Negative
yeah sureee 😏 totally helpful,Sarcastic
ngl this is soliddd ❤️,Positive
fr thissss is great 😄,Positive
idk it was rgeularrrrr 🤷,Neutral
idk it was okayyyy 🙂,Neutral
highkeyyyyy this is soliddddd 🔥,Positive
tbh thissss is fantastic 😁,Positive
tbh it was onrmal 🤷,Neutral
omg this is afwul 😡,Negative
bro this is patheticcccc 😒,Negative
wow amazing 😒 ttoally helpfulllll,Sarcastic
highkey it was regularrr 🫤,Neutral
lowkey thissss is sloid 😁,Positive
bro this is trsah 😒,Negative
highkey thisssss is awesome ✨,Positive
tbh thisssss is awesome 😁,Positive
great job 👏 ottally helpfulllll,Sarcastic
highkeyyyy thisssss is bad 😞,Negative
best ever 😂 totallyyy helpfullll,Sarcastic
ngl it was okayyy 🫤,Neutral
idk thisssss is graettt 😄,Positive
tbh it was standrad 🤷,Neutral
idk thisss is wrost 😒,Negative
ngl thisssss is worst 😡,Negative
lowkey thissss is anonying 💔,Negative
omg this is awesomeeeee 🔥,Positive
idk it was tsandard 🙂,Neutral
highkey this is awflu 😤,Negative
ujsttt perfect 👏 totally helpful,Sarcastic
tbh thissss is awful 👎,Negative
wow amazing 🙃 totally helpfulllll,Sarcastic
highkeyyy this is lit 🔥,Positive
tbh thissss is worst 💔,Negative
just perfecttttt 🙃 totally helpflu,Sarcastic
lowkey this is fantasticcc 🔥,Positive
lowkey it was okayyyy 🫤,Neutral
bro this is annoyingggg 😒,Negative
lokwey this is awfullll 😠,Negative
ngl htissss is lit ✨,Positive
tbh thisss is lit 🤩,Positive
loweky this is terrible 👎,Negative
bro thisss is awesome 😍,Positive
fr thisssss is annoyingggg 😤,Negative
greattttt job 🙃 totallyyyyy helpful,Sarcastic
bro it was standardddd 🫤,Neutral
yeahhhh sureeee 👏 totallyyy helpful,Sarcastic
ngl this is pathetci 💔,Negative
bro this is pathetic 😭,Negative
lol thisss is trash 😭,Negative
idk thisssss is bad 😤,Negative
yeahhh sure 😒 ttoally helpufl,Sarcastic
greatttt job 🙄 totally helfpul,Sarcastic
tbh this is perfecttttt 🔥,Positive
omg thissss is perfecttttt 😍,Positive
best eevrrr 👏 totally helpfulll,Sarcastic
just perfecttt 🙃 totallyyyyy helpful,Sarcastic
higheky thissss is annoying 👎,Negative
bro this is soldi 🤩,Positive
yeah sureeeee 🙃 totally helpful,Sarcastic
yeah sure 😂 toatlly helfpulll,Sarcastic
tbh it was regluar 🫤,Neutral
fr this is soldi 🥳,Positive
bro this is perfectttt 🔥,Positive
bro it was normalll 🤷,Neutral
omg thisss is soild ✨,Positive
love thatttt for me 🙄 totallyyyy helpufllll,Sarcastic
lowkey this is worst 😞,Negative
fr thisss is awful 👎,Negative
highkeyyyy thissss is annoying 😭,Negative
tbh this is fantasticcc 🔥,Positive
lowkeyyy thisssss is awesoem 🔥,Positive
just perfect 👏 totally heplful,Sarcastic
tbh this is perfect 😁,Positive
